ID_0,NAME_0,OCCUPANCY,MACRO_TAXONOMY,TAXONOMY,TAXONOMY_HAZUS,SETTLEMENT,BUILDINGS,BLDG_REPL_COST_USD,COST_CONTENTS_USD,COST_NONSTRUCTURAL_USD,COST_STRUCTURAL_USD,OCCUPANTS_TOTAL,TOTAL_AREA_SQM,TOTAL_REPL_COST_USD,CARBON_BUILDINGS_TON,DWELLINGS,AVG_BUILDING_AREA_SQM,AVG_BLDG_COST_PER_AREA_USD
ASM,American Samoa,COM,CR-,CR+PC/LDUAL/CDN+ERL/H:1-3/COM:1,PC2L/PC/COM1,TOTAL,18.0,14275212.0,14275212.0,10078299.0,4196912.0,4.0,8150.0,28550425.0,4485.0,0.0,453.0,1752.0
ASM,American Samoa,IND,CR-,CR+PC/LWAL/CDL+ERL/H:1/IND:1,PC1/LC/IND1,TOTAL,27.0,22015930.0,33023895.0,18559429.0,3456501.0,1.0,10324.0,55039825.0,5817.0,0.0,382.0,2132.0
ASM,American Samoa,IND,CR-,CR+PC/LWAL/CDL+ERL/H:1/IND:2,PC1/LC/IND2,TOTAL,21.0,40412723.0,60619081.0,34067927.0,6344798.0,3.0,22754.0,101031804.0,12819.0,0.0,1084.0,1776.0
ASM,American Samoa,COM,CR-,CR+PC/LWAL/CDN+ERL/H:1/COM:1,PC1/PC/COM1,TOTAL,62.0,49038835.0,49038835.0,34621417.0,14417417.0,18.0,27996.0,98077670.0,16160.0,0.0,452.0,1752.0
ASM,American Samoa,IND,CR-,CR+PC/LWAL/CDN+ERL/H:1/IND:1,PC1/PC/IND1,TOTAL,14.0,16555427.0,24833332.0,13956225.0,2599202.0,11.0,7764.0,41388760.0,4374.0,0.0,555.0,2132.0
ASM,American Samoa,COM,CR-,CR/LFINF/CDN+ERL/H:1-3/COM:1,C3L/PC/COM1,TOTAL,70.0,50688155.0,50688155.0,35785835.0,14902318.0,19.0,28938.0,101376309.0,15133.0,0.0,413.0,1752.0
ASM,American Samoa,COM,CR-,CR/LFINF/CDN+ERL/H:1-3/COM:5,C3L/PC/COM8,TOTAL,18.0,36190395.0,36190395.0,32571354.0,3619040.0,7.0,10639.0,72380790.0,5564.0,0.0,591.0,3402.0
ASM,American Samoa,IND,CR-,CR/LFINF/CDN+ERL/H:1-3/IND:1,C3L/PC/IND1,TOTAL,14.0,15551150.0,23327093.0,13109619.0,2441531.0,21.0,7293.0,38878243.0,3867.0,0.0,521.0,2132.0
ASM,American Samoa,RES,CR-,CR/LFINF/CDN+ERL/H:1-3/RES:2,C3L/PC/RES3C,TOTAL,4.0,10326900.0,5162290.0,8901788.0,1425112.0,47.0,3306.0,15489190.0,1099.0,11.0,826.0,3124.0
ASM,American Samoa,RES,CR-,CR/LFINF/CDN+ERL/H:1-3/RES:2,C3L/PC/RES3B,TOTAL,14.0,12590715.0,6293131.0,10853197.0,1737519.0,128.0,8526.0,18883846.0,2834.0,31.0,609.0,1477.0
ASM,American Samoa,RES,CR-,CR/LFINF/CDN+ERL/H:1-3/RES:2,C3L/PC/RES3A,TOTAL,2.0,1018480.0,508660.0,877930.0,140550.0,13.0,606.0,1527140.0,202.0,3.0,303.0,1681.0
ASM,American Samoa,IND,CR-,CR/LWAL/CDL+ERL/H:1-3/IND:1,C2L/LC/IND1,TOTAL,23.0,18796491.0,28194737.0,15845442.0,2951049.0,9.0,8815.0,46991228.0,4970.0,0.0,383.0,2132.0
ASM,American Samoa,RES,CR-,CR/LWAL/CDL+ERL/H:1-3/RES:2,C2L/LC/RES3D,TOTAL,2.0,4436014.0,2217526.0,3823844.0,612170.0,21.0,1527.0,6653540.0,620.0,5.0,764.0,2905.0
ASM,American Samoa,RES,CR-,CR/LWAL/CDL+ERL/H:1-3/RES:2,C2L/LC/RES3C,TOTAL,4.0,11584781.0,5791764.0,9986081.0,1598700.0,45.0,3709.0,17376545.0,1505.0,15.0,927.0,3123.0
ASM,American Samoa,RES,CR-,CR/LWAL/CDL+ERL/H:1-3/RES:2,C2L/LC/RES3B,TOTAL,13.0,10912401.0,5455670.0,9406490.0,1505911.0,98.0,7389.0,16368071.0,2999.0,27.0,568.0,1477.0
ASM,American Samoa,RES,CR-,CR/LWAL/CDL+ERL/H:1-3/RES:2,C2L/LC/RES3A,TOTAL,8.0,4987796.0,2493733.0,4299480.0,688316.0,34.0,2969.0,7481529.0,1205.0,10.0,371.0,1680.0
ASM,American Samoa,IND,MR|MCF,MR/LWAL/CDL+ERL/H:1-3/FC:3/IND:1,RM2L/LC/IND1,TOTAL,16.0,13028751.0,19543127.0,10983237.0,2045514.0,1.0,6110.0,32571878.0,3389.0,0.0,382.0,2132.0
ASM,American Samoa,RES,MR|MCF,MR/LWAL/CDL+ERL/H:1-3/FW:4/RES:1,RM1L/LC/RES1,TOTAL,4241.0,1573601682.0,786799931.0,1205378866.0,368222792.0,11882.0,905524.0,2360401614.0,342404.0,3399.0,214.0,1738.0
ASM,American Samoa,RES,MR|MCF,MR/LWAL/CDL+ERL/H:1-3/FW:4/RES:2,RM1L/LC/RES3D,TOTAL,2.0,6143766.0,3071495.0,5295926.0,847840.0,31.0,2115.0,9215261.0,800.0,8.0,1058.0,2905.0
ASM,American Samoa,RES,MR|MCF,MR/LWAL/CDL+ERL/H:1-3/FW:4/RES:2,RM1L/LC/RES3E,TOTAL,1.0,8171040.0,4085520.0,7043436.0,1127603.0,44.0,3015.0,12256560.0,1140.0,11.0,3015.0,2710.0
ASM,American Samoa,RES,MR|MCF,MR/LWAL/CDL+ERL/H:1-3/FW:4/RES:2,RM1L/LC/RES3C,TOTAL,3.0,7989361.0,3994344.0,6886829.0,1102532.0,34.0,2558.0,11983705.0,967.0,10.0,853.0,3123.0
ASM,American Samoa,RES,MR|MCF,MR/LWAL/CDL+ERL/H:1-3/FW:4/RES:2,RM1L/LC/RES3A,TOTAL,17.0,10686883.0,5343087.0,9212093.0,1474790.0,74.0,6360.0,16029970.0,2405.0,21.0,374.0,1680.0
ASM,American Samoa,RES,MR|MCF,MR/LWAL/CDL+ERL/H:1-3/FW:4/RES:2,RM1L/LC/RES3B,TOTAL,6.0,3898342.0,1949171.0,3360371.0,537971.0,36.0,2639.0,5847514.0,998.0,10.0,440.0,1477.0
ASM,American Samoa,COM,MR|MCF,MR/LWAL/CDN+ERL/H:1-3/FC:3/COM:1,RM2L/PC/COM1,TOTAL,26.0,19220532.0,19220532.0,13569695.0,5650836.0,8.0,10973.0,38441064.0,6651.0,0.0,422.0,1752.0
ASM,American Samoa,COM,MUR,MUR/LWAL/CDN+ERL/H:1-2/COM:1,URML/PC/COM1,TOTAL,25.0,18288566.0,18288566.0,12911727.0,5376839.0,7.0,10441.0,36577133.0,6458.0,0.0,418.0,1752.0
ASM,American Samoa,RES,MUR,MUR/LWAL/CDN+ERL/H:1-2/RES:1,URML/PC/RES1,TOTAL,6078.0,2190114165.0,1095054459.0,1677627416.0,512486710.0,21216.0,1254200.0,3285168624.0,576854.0,4659.0,206.0,1746.0
ASM,American Samoa,RES,MUR,MUR/LWAL/CDN+ERL/H:1-2/RES:2,URML/PC/RES3D,TOTAL,1.0,141520.0,70760.0,121990.0,19530.0,1.0,49.0,212280.0,23.0,0.0,49.0,2888.0
ASM,American Samoa,RES,MUR,MUR/LWAL/CDN+ERL/H:1-2/RES:2,URML/PC/RES3A,TOTAL,1.0,679180.0,339300.0,585453.0,93727.0,9.0,404.0,1018480.0,186.0,2.0,404.0,1681.0
ASM,American Samoa,RES,MUR,MUR/LWAL/CDN+ERL/H:1-2/RES:2,URML/PC/RES3B,TOTAL,13.0,11729050.0,5863220.0,10110441.0,1618609.0,135.0,7942.0,17592270.0,3653.0,31.0,611.0,1477.0
ASM,American Samoa,RES,MUR,MUR/LWAL/CDN+ERL/H:1-2/RES:2,URML/PC/RES3C,TOTAL,1.0,3426060.0,1713030.0,2953264.0,472796.0,12.0,1097.0,5139090.0,504.0,3.0,1097.0,3123.0
ASM,American Samoa,COM,S,S/LDUAL/CDN+ERL/H:1-3/COM:1,S4L/PC/COM1,TOTAL,13.0,8811789.0,8811789.0,6221123.0,2590666.0,3.0,5031.0,17623578.0,2312.0,0.0,387.0,1751.0
ASM,American Samoa,COM,S,S/LFM/CDN+ERL/H:1-3/COM:1,S1L/PC/COM1,TOTAL,13.0,10189743.0,10189743.0,7193958.0,2995785.0,2.0,5817.0,20379487.0,2388.0,0.0,447.0,1752.0
ASM,American Samoa,RES,W,W/LFM/CDL+ERL/H:1-2/RES:1,W1/LC/RES1,TOTAL,1209.0,447964075.0,223981770.0,343140474.0,104823593.0,3412.0,257756.0,671945845.0,29653.0,971.0,213.0,1738.0
ASM,American Samoa,RES,W,W/LFM/CDL+ERL/H:2/RES:1,W2/LC/RES1,TOTAL,122.0,45641123.0,22820530.0,34961099.0,10680023.0,340.0,26285.0,68461653.0,3024.0,100.0,215.0,1736.0
ASM,American Samoa,COM,W,W/LFM/CDN+ERL/H:1-2/COM:1,W1/PC/COM1,TOTAL,16.0,9901115.0,9901115.0,6990186.0,2910928.0,4.0,5653.0,19802229.0,1164.0,0.0,353.0,1751.0
ASM,American Samoa,RES,W,W/LFM/CDN+ERL/H:1-2/RES:1,W1/PC/RES1,TOTAL,1738.0,625047677.0,312523095.0,478786508.0,146261154.0,6059.0,357892.0,937570772.0,41173.0,1322.0,206.0,1746.0
ASM,American Samoa,RES,W,W/LFM/CDN+ERL/H:2/RES:1,W2/PC/RES1,TOTAL,171.0,62411984.0,31205912.0,47807578.0,14604404.0,581.0,35771.0,93617895.0,4115.0,128.0,209.0,1745.0
